tweet_id,safe_text,label,agreement
KPVKFDGR,Wtf Is Measles 😭😳 ??,0.0,1.0
YGY4IDR4,#CDCwhistleblower vaccine-autism link is Tuskegee revisited. “REAL STORY OF REAL FRAUD” <url>,-1.0,1.0
IE2N6ASJ,“ Benefits of music - stress relief - boost immunity - reduce heart disease - enhances emotional strength - boost self esteem!”,0.0,1.0
BGGNIDGU,Vaccinate your kids <url>,1.0,0.6666666666666666
DJ1U5S84,"<user> <user> Oh, really? Weren't 5 workers infected? Hadn't they recently been vaccinated 4 #measles? They could spread it!",-1.0,0.6666666666666666
1EJ1LR2N,#WaysToGetShot go to a local Safeway or Giant and ask for a flu vaccination,1.0,0.6666666666666666
VREYIZOH,Roughly proportional to population  RT <user> Where parents in Texas seeking to exempt their kids from vaccinations. <url>,0.0,1.0
J5IL5OEK,Giving children vaccines is giving them their rights - Dr. Mkopi. <user> <user>,1.0,1.0
4WHBVH8E,"<user> Where did I say they don't work? I said natural immunity is better, and vaccines don't keep you from getting the disease.",-1.0,1.0
RCIHYR5F,“<user> Pants on Fire! Rush #Limbaugh blames #measles outbreak on #immigrant children #TNTweeters #UniteBlue Stupidity is contagious,1.0,0.6666666666666666
D3Y1M3C4,"In 1985,14 students in Corpus Christi, Tx. contracted #measles,.ALL had been vaccinated. 99% of their classmates were also vaccinated.",-1.0,0.6666666666666666
4ZBMQ741,Tf! Who bought the measles here! Gtfoh!😨😷😷😷,0.0,1.0
HZN19M9Y,Just saw that they're coming out with a vaccine for food poisoning. Mexico here I come!!!!,1.0,1.0
M2P2OK1Z,“<user> The spread of polio is officially a world health emergency <url>,0.0,1.0
LG0HCBQ5,HB1425 [Engross] Immunization Records For Temporary Child Care <url>,0.0,0.6666666666666666
MGWT3VZ3,Travel immunizations! Hep A &amp; typhoid pills! (@ Dallas County Health &amp; Human Services) <url>,1.0,0.6666666666666666
XUS1CH5L,We are very close to eradicating measles and polio #vaccineswork,1.0,0.6666666666666666
2CISWC47,"Though Rand Paul has views I agree with, he is DEAD WRONG about vaccines. They are a proven defense against disease.",1.0,1.0
5QHZ1JPF,You all got vaccines and got sick but you didn't die (right away) so they must be harmless. right? Let me roll up my sleeve now! #immunity,-1.0,1.0
6M6M1MVH,CDC Forced to Release Documents Showing They Knew Vaccine Preservative Causes Autism  <url>,-1.0,1.0
XRE4HKC4,Vaccines &amp; shit is made to kill us slowly but surely . Do not get yall kids any kind of vaccines don't believe me . Look it up !,-1.0,1.0
IUUKHPAF,<user> I could care less of you vaccinate your kids. Just keep them away from mine!,1.0,0.6666666666666666
MHACZZCM,You couldn't pay me enough to vaccinate my child. No way In hell. #notachance,-1.0,1.0
5QHZ1JPF,You all got vaccines and got sick but you didn't die (right away) so they must be harmless. right? Let me roll up my sleeve now! #immunity,-1.0,1.0
OGRM5LUK,They hate what they don't understand fear what they cant conquer....   #MBS #MMR #RRR @ MeanBoy Masion <url>,0.0,0.6666666666666666
OHOD4QM2,"2014 Vax Injuries Include CA SB277 Vaccines: MMR, Hepatitis B, DTaP, DPT and HIB All Make the List  <url> <user>",-1.0,1.0
L1N4PJXV,.<user> #measles is an incredibly contagious and preventable disease #reiders <user>,1.0,1.0
7NP3LMQ5,<user> 3 billion paid out to vaccine injuries/deaths and that's anecdotal?!,-1.0,1.0
BW6PUVSA,#CDCwhistleblower in letter to Gerberding: “problematic” findings linking MMR timing to autism <url>,-1.0,0.6666666666666666
2NJGTQES,My 92 year old grandma had measles,0.0,1.0
HM2TSOJQ,"!!!!! RT <user> Hand-washing could save more lives worldwide than any vaccine, according to a study by the World Health Organization.",-1.0,0.6666666666666666
4L9TROOW,My moms never did want us to get vaccinated. Only when we absolutely had to for college and shit “<user> <url>,-1.0,0.6666666666666666
JHT1V3RB,“<user> Benefits of music: Stress relief - boost immunity - reduce heart disease - enhances emotional strength - boost self esteem!”,0.0,1.0
W78J91KG,"<user> <user> <user> Not true. Ignorance is no answer 4 spewing lies. Vaccines has stopped polio,the #1 deathNBabies1/3",1.0,1.0
TUACHG68,"getting kiddos vaccinated (@ El Paso animal Clinic in Derby, KS) <url>",1.0,1.0
AONG2UAT,"<user> Circle circle, square square, now there's measles everywhere. #KidLegislation",0.0,1.0
FQZBWUDD,"<user> without a doubt, pesticides are way worse. Believing selective breeding causes autism is just as ignorant as vaccines causing it.",1.0,0.6666666666666666
6YWL3A0H,"You dont even know whats in the vaccines, How can you argue the fact?  Diseases in men and women are rising and rising.",-1.0,1.0
RUAQAKD9,"<user> saturday mt eden childish gambino the vaccines zeds dead group love we were promised jet packs keep Shelly in athens &lt;3 ,",0.0,1.0
KOXDZ2H0,"One time, my doctor gave me a booster shot for the measles. NEVER AGAIN!! <url>",-1.0,1.0
EC28J14C,“<user> Many Silicon Valley employees aren't vaccinating kids <url> Only 55% kids at Cisco daycare vaccinated?,-1.0,0.3333333333333333
XFXZJGKU,Aww my poor baby got his vaccinations today &amp; he's crying in pain 😩😭😭😭,1.0,1.0
XNIVSG7B,White House: Science Indicates Parents Should Vaccinate Kids <url>,1.0,1.0
NZDN0PSW,"“On average, people who complain live longer, Releasing tension increases immunity & boosts health.” <user> I AM doin somethin right",0.0,1.0
12QT17XI,"""<user> Wheee! Wealthy Los Angeles schools have vaccination rates as low as South Sudan <url> #WTH",1.0,0.6666666666666666
Q6KF1EF7,Vaccines give you autism as much as pancakes make you gay. #jimmykimmel,1.0,1.0
TZW2UUY4,Mobile clinic with back-to-school immunization shots: SAN ANTONIO - Many children in our area are getting ready... <url>,1.0,1.0
18H7AONS,"Point being, stop being so damn self-righteous and immunize your children.",1.0,1.0
4YI1WVQ6,"God damn it, people, just vaccinate your children.",1.0,1.0
MAYYH04J,CNN: Schools have closed Monday the 9th of February 2015 due to a measles outbreak. Check to see if yours is closed <url>,1.0,0.6666666666666666
Y2IYUVYE,<user> it is not all myths about vaccines. My son acquired Rubella from the MMR vaccine just a few months ago.,-1.0,0.6666666666666666
DPQDD3FZ,Via <user> Australia To Stop Payments To Families Who Refuse Child Vaccinations <url>,0.0,0.6666666666666666
P7VI250E,Another outbreak: Measles cases could double in Ebola-stricken countries via <user>,0.0,1.0
SIZ2CR2M,Very scary <user> the measles,0.0,1.0
2CWJQ23X,<user> 2) find a common definition of fascism that applies to democratically elected government forcing vaccination for public health,-1.0,1.0
ZTGIV95M,Hey <user> and <user> give us pharmacies a heads up when you will run flu shot death stories!  I'm immunizing like crazy today.,1.0,0.6666666666666666
97NN2PSK,Make Vaccines Mandatory to Attend California Schools <url> <user>,1.0,1.0
2GX3B4OI,"Screw you, Gov. Rick Perry! The vaccination of children is a decision that should be left up to parents, not the gov't! #mandatoryHPVvaccine",-1.0,0.6666666666666666
L6FQ1XSW,"<user> Step 1: Parents vaccinate their children. 
Step 2: ??? 
Step 3: GENOCIDE! 
#bwahhahhah

<user> <user>",1.0,0.6666666666666666
UI3ITRYW,"Measles outbreak reported in south King, Pierce counties: SEATTLE — Public health officials are investigating... <url>",0.0,1.0
E9000VP7,<user> <user> please tell christin cav that her and others personal choice to not vaccinate is causing a measles and polio outbreak!,1.0,0.6666666666666666
RCRNFDJE,Fucking Measles. Who tf gets measles,-1.0,0.3333333333333333
4YFLRCX0,There might be a new baby boy entering the world today I'm so happy that I confirmed I have the whooping cough vaccine #cantwait #babywatch,1.0,1.0
IMDP3XDT,This is why you shouldn't vaccinate your kids <url>,-1.0,0.6666666666666666
BXAHQP3G,We still talk about this? RT <user> New study reveals vaccines are NOT linked to long-term effects in kids <url>,1.0,1.0
3YW6DMOG,Lack of full-time #schoolnurses a factor in  recent measles outbreak. <url> School nurses also reduce number of exemptions,1.0,1.0
DLFMACKH,via <user> How A Claim That A Childhood #Vaccine Prevents Leukemia Went Too Far <url>,-1.0,0.3333333333333333
Z5MMB2QK,<user> no! Lol &amp; dont be scared ill give you the immortality vaccine so you will never die! ☺️,0.0,1.0
9IM6B4VU,"Measles Outbreak in Manhattan, the Bronx; 16 Cases Reported <url> via <user>",0.0,1.0
RE4YLV4S,AM-News : Many Americans believe widely discredited health conspiracy theories: Is there a link between vaccines... <url>,-1.0,0.3333333333333333
ZCN8RWWO,"“<user> Thank you, vaccines, for making the world a safer place (pic <user> Leon Farrant): <url> 🙌🙌",1.0,1.0
W7036HRF,<user> I wanted to make sure you knew the link I sent to you was of a father and scientist of a vaccine injured child. Not a virus!,-1.0,1.0
LGAPA743,"Warning about possible measles exposure in Seattle, Kirkland, Mercer Island: SEATTLE — Public health officials on... <url>",1.0,0.6666666666666666
R7TVTO6N,"HPV vaccine myths put health, lives at risk, say health leaders: Airing the facts <url>",1.0,1.0
PR71RFJA,<user> <user> The measles case is depressing,0.0,1.0
K9KHQXAR,#TheyAinKno #StudioFlow @ MMR Studios <url>,0.0,1.0
WZZ5DOPD,".<user> .<user> .<user> Thousands of people have been compensated for vaccine injury including death &amp; yes, autism. Too many.",-1.0,1.0
VIZ0DFC3,<user>  I'm pissed. measles outbreak  lets blame the American parents 4 not vaccinating.Root cause. Mexican illegal children?,1.0,0.6666666666666666
UUCYNF62,"<user> tonight you referenced ""measles parties"".  They appear to be an unsubstantiated rumor.  Please correct. <url>",0.0,1.0
TGP40WGT,"The facts don't lie, bad/corrupt science in basic MMR vaccine controversy: great comic that tells the story. <url>",-1.0,0.6666666666666666
8OJVXBFK,Arizona and Pinal County health officials confirm eight more cases of measles; total of 10 cases confirmed <user> <url>,0.0,1.0
S16YUUX4,"How convenient..""<user> CDC Says Ebola Vaccine Only Works on White People <url> <url>",-1.0,0.6666666666666666
DZ9OBQXM,Cambridge's Takeda Pharmaceutical Co. Ltd. is joining the campaign to develop a Zika vaccine <url>,0.0,0.6666666666666666
VE5R5EO6,Finna hit USC &amp; Benedict College #RRR #SRT10MG #MMR #turnup @ Columbiana Centre Mall <url>,0.0,1.0
1X7UT25Q,Parts of Africa have more people vaccinated for measles than the U.S. does  <url> <user>,0.0,0.6666666666666666
2GJSL8KN,"“<user> On average, people who complain live longer  Releasing this tension increases immunity and boosts their health.” <user>",0.0,1.0
DVEF4AMH,I knew I wasn't meant for bronze. My MMR shows it.,0.0,0.6666666666666666
JTYXAY9G,Children In Europe Develop Narcolepsy After Receiving H1N1 Pandemrix Vaccine. <url>,-1.0,0.6666666666666666
R3SFFHSP,i have to. o write a 5-pager on vaccine safety. WTF i know nothing,0.0,0.6666666666666666
P1Y60SCF,The Government is spreading Ebola to create fear and cause people to get vaccines which will do more harm,-1.0,0.6666666666666666
U0L8EIMV,I was there MT <user> 61yrs ago today mass inoculation of kids began w/ Salk polio vaccine. Spoiler: It worked <url>,1.0,1.0
1FHHAN1M,<user> Agreed  <user> can educate on needed vaccines and make sure imm. record is available when getting sports physical.,1.0,0.6666666666666666
XUH9M4DL,"<url>
Could measles outbreak hit the Super Bowl?",0.0,0.6666666666666666
VCYXR47S,Hey Pro-Vaxxers I have it on good authority that laughter is the best medicine! No Polio or Measles for me!,-1.0,1.0
6AR09H43,Disney parks-linked measles outbreak grows to 70 cases <url>,0.0,1.0
0NS1X8YR,"""Vaccinate your child, or get out of my office!"" Dr. Russell Saunders, Pediatrician. Makes sense to me! <url>",1.0,1.0
SW7RN9D2,"""Like a good neighbor, <user> is there (only if you refuse to vaccinate your children.)"" #BadSpokesman <url>",-1.0,0.3333333333333333
12XW5P24,I don't deserve to be at this MMR. I'm carrying sooooo much.,0.0,0.6666666666666666
TT131UHX,"It has been confirmed that the MMR (Measels, Mumps, Rubela) vaccine causes Autism #onlyinamerica",-1.0,0.6666666666666666
3WUHQ770,Repeal Immunity for Drug Companies Against Vaccine Injuries <url> <user>,0.0,0.6666666666666666
DVXFPOE8,Sooo apparently Lydia's immunity won't be a thing in season 3...? YAY OUR CANON IS SAFE!!! For now!! #priorities,0.0,1.0
9BNY2XWW,Parents Urged to Get Kids Vaccinated For School Now: A nurse gives a girl a shot. (credit: George Frey/Getty... <url>,1.0,1.0
KBOJUMFH,"""<user> People who complain live longer. Releasing tension increases immunity and improves overall health."" BAM we're good <user>",0.0,1.0
60NDGOPA,<user> what does me having any children have to do with reading research on vaccines and autism? Sorry your genes gave him autism.,1.0,1.0
GNKN8BSQ,#vaccineswork  U have the right 2 watch your child die from a disease that most people don't  want.  Stupid  American white people problems,1.0,0.6666666666666666
RE4YLV4S,AM-News : Many Americans believe widely discredited health conspiracy theories: Is there a link between vaccines... <url>,-1.0,0.3333333333333333
H5PBEMIZ,"#fludelta <user> <user> If you’re so concerned about safety, stop running potentially deadly anti-vaccine ads <url>",-1.0,0.3333333333333333
KOXDZ2H0,"One time, my doctor gave me a booster shot for the measles. NEVER AGAIN!! <url>",-1.0,1.0
P5PVDG2D,"""vaccinations cause autism!"" shut the fuck up no they do not lol",1.0,1.0
8D66J1XZ,RT <user> Measles has re-emerged as a public health issue because many people choose to remain unvaccinated <url>,1.0,0.6666666666666666
B46VAY3W,<user> <user> because vaccines do not cause autism. But <user> should speak up for our discrimination <url>,1.0,1.0
PLK4SBVL,"<user> even say if a vaccine affects 1/10,000 kids... It's better than having a major disease like polio or measles prominent again.",1.0,1.0
VPJ6DFPP,"Happy Birthday, Marissa! We got you measles (at <user> in Anaheim, CA w/ <user> <user> <user> <url>",0.0,0.6666666666666666
D6O51OX9,. #California #vaccine  legislation spurs legal debate over right to #education <url> #health,0.0,1.0
6TQEFH9R,"""<user> <user> #VaxTruth ""The measles vaccine has failed.""
<url> <user> #CDCwhistleblower",-1.0,1.0
3ECBC0T5,Shut the fuck up or I'll turn this car around and take you to Disneyland and you'll all get the measles.,0.0,1.0
UI9T7YVT,"What a humanitarian <user> It’s not my responsibility to be protecting their child - Dr. Jack Wolfs, vaccine refuser <url>",0.0,0.6666666666666666
QRD0DYH6,"“<user> CDC scientist William Thompson says we hid the truth of MMR/Autism link. #CDCwhistleblower "" BS <url>",-1.0,0.6666666666666666
2350O3NJ,Because All Children Deserve The Privilege of Firsts - 1 share = 1 vaccine.  #Blogust <url>,1.0,1.0
451MWPD6,<user> ‘Legal’ #Kidnapping By The State To Cover Up #Vaccine Injuries | <url> <url>  #parenting,-1.0,0.6666666666666666
8EYCWOY7,"I'm gonna live forever""<user> People who complain live longer. Releasing tension increases immunity and improves overall health.""",0.0,1.0
5BQTC5UC,[O!]x[O!]~~~💥MMR <user> 🔊🔊🔊 #dc  #dj #serato #like #live #goodmusic #mixmasterrod #follow… <url>,0.0,1.0
0B5KK0CV,Trying not to Catch measles at the mall...,0.0,1.0
5NVGPWM1,"I hope everyone will be getting the Flu shot! It has 4 diff vaccines, the most common this flu season, this year they're expecting deaths..",1.0,1.0
XRE4HKC4,Vaccines &amp; shit is made to kill us slowly but surely . Do not get yall kids any kind of vaccines don't believe me . Look it up !,-1.0,1.0
3D4VIQZW,Wrote 2015 as part of the date only to open then Internet &amp; discover we are back in the 60s with a new Harper Lee book &amp; a measles outbreak,0.0,0.6666666666666666
PNPIT1K0,<user> this topic makes me scared to bring kids into modern society. Time to start looking for private schools who mandate vaccines.,1.0,1.0
IU0TIJDI,Living in a time where the sperm I used to waste on Jenny McCarthy is doing better than some of the sperm that became kids. #vaccineswork,1.0,1.0
UQ3NY6QQ,Jan 24 #MMR #BillaBoyEnt #TeamFreePour #OneNiteOneMicOneCity #aftonshows #indie #hiphop Link In… <url>,0.0,1.0
XAICHIUP,"#VaccinateYourKids and save lives.  It is not a personal choice, it is public health.  <url>",1.0,1.0
BW9F8LK4,"""<user> Vaccinating Kids Over The Past Two Decades Has Prevented More Than 700,000 Of Them From Dying <url>",1.0,1.0
9230B4LE,<user> I hv a govt watchdog story 4u. #CDCwhistleblower admits MMR causes 340% inc in autism in boys. 2x 4 black boys <url>,-1.0,1.0
K5M3KUUF,Come Turn Up a @ SOB's this Monday !!! #RRR #MMR #SRT10MG @ Charlotte Marriott City Center <url>,0.0,1.0
3RGVOQ27,<user> AUTISM 1 in every 65 kids are getting it?? My son caught Autism I was warned not to say the immunization(s) caused it..help,-1.0,0.6666666666666666
DDXTC1DP,"MMR vaccine &amp; autism. A hot topic, local leaders dispelling rumors after #measlesoutbreak <url> <url>",1.0,1.0
6GJBM22D,Chicago-area measles cases put spotlight on day care centers: Measles infections in five babies at a suburban… <url>,0.0,1.0
Y3RY07F0,People are so fucking misinformed about vaccines Especially new parents. Not vaccinating your kid is horrendous for public health,1.0,1.0
H6IN7UTY,"AIDS N : HIV, AIDS Cure &amp; Treatment: New Findings on Vaccine Response Out : Latinos Health News ... <url>",0.0,1.0
QV7LUC76,"<user> <user> Having had meningitis 3 times, they think I have shingles on my brain, I am a big advocate of the vaccine.",1.0,1.0
MWLHW2WB,"Two unvaccinated adults in Indian River County have confirmed cases of measles, health officials say.",-1.0,0.3333333333333333
GMRITAD0,"Oh, those evil vaccines will be the death of us all! <url> Measles-infected individual visited Super Bowl Village",-1.0,0.6666666666666666
IMQE4HA0,<user> Cdc admits to knowing dangers of flu vaccine while pregnant! #CDCwhistleblower <url>,-1.0,0.6666666666666666
Z4FFKJEH,Vaccinate other people's children.,1.0,1.0
DZ9OBQXM,Cambridge's Takeda Pharmaceutical Co. Ltd. is joining the campaign to develop a Zika vaccine <url>,0.0,0.6666666666666666
84WPKY5Z,"Vaccinate your kids dammit! ""<user> 14 of California's 32 measles cases this year were intentionally unvaccinated: <url>",1.0,0.6666666666666666
I6QOVPAI,<url> Merck Has Some Explaining To Do Over Its MMR Vaccine Claims,-1.0,0.6666666666666666
VE1J4641,"<user> <user> vaccines kill brain cells, yes they may do their job, but it is at the same time hurting the brain",-1.0,1.0
9H1L8GMN,"I had to pay $70 for stupid immunization FUCK YOU Health services, they take forever and still rip me off with something I didn't nee..",-1.0,1.0
8CL3LFMV,I love how they say it's our choice whether or not to immunize but if I were to refuse I would get my kids taken from me 😂,-1.0,1.0
4EQYFGEA,"<user> do all of us a favor by going AWAY and dropping out of the election sincerely, the vaccine damaged children and feminists",-1.0,0.6666666666666666
A2FCUM03,"Child dies from flu in Maine; CDC urges vaccines: AUGUSTA, Maine (AP) — An early-arriving flu season has claimed the... <url>",1.0,0.6666666666666666
Z0OBE6YV,<user> completely agree. That being said this people who won't vaccinate their kids need to be flogged,1.0,1.0
PYPLTUAX,Get your kids vaccinated people. M. M. R.,1.0,1.0
OHOD4QM2,"2014 Vax Injuries Include CA SB277 Vaccines: MMR, Hepatitis B, DTaP, DPT and HIB All Make the List  <url> <user>",-1.0,1.0
DVEFNDF9,"In midst of measles outbreak, Obama tells parents to get their kids vaccinated |  <url> fuck another middle class payment",-1.0,0.6666666666666666
ACLY3M18,Kids &amp; Vaccines In Spotlight At State Capitol: DENVER (CBS4)- A controversial bill over children and vaccines is... <url>,-1.0,0.3333333333333333
V3R6OFEK,"‘Vaxxed’: Vaccination critics take their case to film: From Cover-Up to Catastrophe is the documentary that, ... <url>",-1.0,0.6666666666666666
PYPLTUAX,Get your kids vaccinated people. M. M. R.,1.0,1.0
2NSMUT8D,"AIDS N : Ripley Co. Health Dept. Announces HIV Testing Clinic, Flu Vaccine Information <url>",0.0,0.6666666666666666
NSRHQBCV,"<user> Seriuosly! ""Teen's death shows..."" Click-Bait Article states flu vaccine may not have saved her(!?). No autopsy yet. Amateur work.",-1.0,0.3333333333333333
XHB105QF,I dont understand why they think a vaccination is the work of the damn devil and refuse to let professional medics help their kids health,1.0,1.0
1O5PF569,<user> my son pre/post MMR. It is unreasonable to assume all vaccines are safe for ALL #CDCwhisleblower <url>,-1.0,1.0
ENK6VVKO,First well-child visit in over 2 years. Because she's up to date on vaccines and I am… <url>,1.0,1.0
UI3ITRYW,"Measles outbreak reported in south King, Pierce counties: SEATTLE — Public health officials are investigating... <url>",0.0,1.0
GP7ZYEHN,My arms are dead after those four vaccine shots this morning.,1.0,1.0
JJD503BK,Georgia confirms measles case: State health officials have confirmed Georgia's first reported case of measles since… <url>,0.0,1.0
TD0BWCG3,But AUTISM amirite? RT <user> Vaccines work. These 8 charts prove it: <url>  <url>,-1.0,0.3333333333333333
MWLHW2WB,"Two unvaccinated adults in Indian River County have confirmed cases of measles, health officials say.",-1.0,0.3333333333333333
JQZJUO39,"So, my dad picks me up from school and tells me as we're driving out of the school that I have to go to the doctor &amp; get my HPV vaccine.",-1.0,0.3333333333333333
7C407WKL,"This week in health care: AIDS vaccines, birth control, and big data: This is your weekly roundup of the most... <url>",0.0,1.0
T2D1C0RE,<user> my uncle became paralyzed neck down from a routine flu vaccine. It took 15 months to regain partial use of his legs,-1.0,0.6666666666666666
6Y1EGUWM,To all pro lifers who are pro vaxx: Did you know there was aborted fetal DNA in vaccines? Add to list of vaxx ingredients u don't know.,-1.0,1.0
8E1XBZXG,<user> measles? I'm no where near Disneyland! #badjoke,0.0,1.0
694MZ1UI,SB5 [Engross] Schools; providing immunity from liability for education employees for use of reasonable force. Eff... <url>,0.0,0.6666666666666666
SJNI8LVO,"What's in your #flushot? If you knew, you probably wouldn't get one! #vaccine #vaccines #health #sick <user>  <url>",-1.0,1.0
XMKKXAH3,Toni Bark: not all children respond well to vaccinations #nosb277 #noforcedvaccines Ca Legislators bought <url>,-1.0,0.6666666666666666
PXI6N8YT,My parents got me vaccinated. I haven't gotten sick in 5 years. I have a high immunity against any disease,1.0,1.0
OAK81JIR,"<user> ""DOCTORS?!?!? OH NO! BABIES CAN'T GO TO DOCTORS! VACCINES ARE THERE!"" --idiot parents everywhere.",1.0,1.0
YL3R1YUT,Just saw a #Periscope of a medical student AMA. One of the questions was about vaccinations &amp; autism. Maybe the 1-to-1 response will help.,1.0,0.6666666666666666
WZLY8A6F,Jennifair on Trill Radio #SINS EP coming soon. #MMR Paranoia track quickly becoming people favor <url>,0.0,1.0
KQMVILYX,Vaccine law arrives as kids return to school <url>,0.0,0.6666666666666666
6U71PDIU,<user> Agree w/ immunizing.Work in hospital &amp; see first hand. Want kids 2 build natural immunity? Let them play in dirt &amp; eat a bug.,1.0,1.0
OJ9O9W5B,<user> <user> Actually it's ten in a million. Still no peer reviewed study showing vaccines cause any diseases. I'll be here waiting.,1.0,1.0
MWLHW2WB,"Two unvaccinated adults in Indian River County have confirmed cases of measles, health officials say.",-1.0,0.3333333333333333
WRI3ODCO,Stuff.co.nz: Fear grows of #measles outbreak. Medical authorities fear a measles outbreak could spread to hundreds m... <url>,1.0,0.6666666666666666
K23GSU7N,"People don't vaccinate for measles, mumps and rubella but smoke (anything). Just let that sink in...",1.0,0.6666666666666666
PPY3PEB0,Parents who question vaccines for kids are almost always highly educated.,-1.0,1.0
IZ08OE6T,"NOT inspiring to hear Another Brick in the Wall this AM. My gr 8 class voted to sing it at grad (vetoed) &amp; then I heard it on MMR, not MGK.",0.0,1.0
WV2MGSQ8,“<user> .<user> has confirmed several employees have been diagnosed with measles” the happiest place on earth,0.0,1.0
TRIA42TR,Sun Ra measles,0.0,1.0
TCI5NXN3,"<user> Yes, Vaccines where given to African women &amp; became sterile afterwards..&amp; Pro-Vaxxer &amp; Depopulationalist Bill Gates promotes it",-1.0,1.0
J1I18N8M,"“<user> MMR Vaccine
Courts quietly confirm MMR Vaccine causes Autism <url> <url> proof!",-1.0,1.0
SV7SFTZF,<user> <user> <user> <user> <user> So both the CDC and the vaccine insert are wrong?,1.0,0.6666666666666666
G23VWSBO,"FACT: Diarrheal diseases kill more children than #AIDS, #malaria &amp; measles combined: <url> #ChooseToInvest <user>",-1.0,0.3333333333333333
WFUHIPGQ,"<user> #VaccinesMatter especially around those w weak immune systems; the elderly, newborns, transplant patients. It's a no brainer.",1.0,0.6666666666666666
JHYQGFIV,"""Instead of focusing on a healthy diet to improve the immune system, just take our vaccines so we can make money off of you!"" - the CDC",-1.0,1.0
9B1WHXX5,Finally rt <user> California cracks down on vaccine exemptions: <url> via <user>,1.0,0.6666666666666666
GSH72BRJ,"<user> will be your friend,   sometimes the needs of the many out way the needs of the few!  Like with MEASLES vaccination",1.0,0.6666666666666666
1NWYLY3B,<user> no they don't. You also want a list of all HIV pts? How about a list of everyone who doesn't vaccinate their children?,1.0,0.6666666666666666
NBM8XP2G,It is so cruel to give infants shots! Why can't they make only oral vaccinations for children under the age of 1?,-1.0,1.0
IMDP3XDT,This is why you shouldn't vaccinate your kids <url>,-1.0,0.6666666666666666
E0Y0NY8Y,"""<user> It's that time. <user> #FaceMeltFriday taking over MMR right now: <url> <url>",0.0,0.6666666666666666
IHS5BEVU,"Geez, they got around... “<user> Person contagious with measles visited several Portland locations <url>",0.0,1.0
9OCLOQKW,<user> <user> <user> U don't believe me? Ask the parents of injured children that question!  I didn't vaccinate MY kids.,-1.0,1.0
EXY4KVRR,Get vaccinated (and your kids too)! Fools. <url> #measles,1.0,1.0
WOUP1SHH,RT <user> Real history: Vaccines not responsible for halting infectious diseases of 20th century <url>,-1.0,0.3333333333333333
VARWML6Y,Measles Outbreak: To Vaccinate Or Not Vaccinate <url>,-1.0,0.3333333333333333
44O8IGOD,The idea that vaccinations can cause autism was debunked several years ago but people still believe it...almost like it's a religion,1.0,1.0
NUJ146VW,"Sigh, just vaccinate. ""<user> 'Measles parties' a bad idea, California public health officials warn
<url>",1.0,1.0
CROTITZX,"<user> If your kid is vaccinated, why are you worried about what other parents do?",-1.0,1.0
YKLV2YAW,<user> I still say the damn measles were brought here by all the so-called children from Central America that Obama told to come here!,0.0,0.6666666666666666
IZH134R1,Every child deserves a shot at life 💙Vaccinate! #vaccineswork <user> <url>,1.0,1.0
IEC2I9ZX,"“On average, people who complain live longer -- Releasing this tension increases immunity and boosts their health.” <user>",0.0,1.0
S85DTIFB,Global health success: India certified free of polio <url> #vaccinations <user>,1.0,0.6666666666666666
KOXDZ2H0,"One time, my doctor gave me a booster shot for the measles. NEVER AGAIN!! <url>",-1.0,1.0
M95ADHAQ,Measles. A disease of the poor and a disease of the affluent. #Measles,0.0,1.0
DNB4FT2I,Measles outbreak in MN <url>,0.0,0.6666666666666666
DS0H5H7J,"<user>  and it is now people that will not an inoculate their children , and now the measles spreading so badly,",1.0,1.0
KJH4WZCK,MMR playing South of Heaven. Nice. #Slayer,0.0,1.0
KWIQIN82,There are now 62 cases of measles bc parents are more scared of autism then the FUCKING MEASLES which KILLS PPL. #smh <url>,1.0,0.6666666666666666
5SHFQSLP,"Just saw a bumper sticker that read ""vaccines are toxic, protect our children."" Remove yourself from the gene pool you fucking idiot.",1.0,0.6666666666666666
2ZMMS75D,<user> Yes but the likelihood of dying but immunization is extremely small compared to the amount of ppl at risk for sicknesses,1.0,1.0
6YJYR0GQ,"Celebrities that don't vaccinate their newborns, and preach the ""conservative"" lifestyle, need to be bitch-slapped. #badrolemodels",1.0,0.6666666666666666
S9RC6GLU,"Your Vaccine Injury stories are the best, you have inspired the… <url>",-1.0,0.6666666666666666
NY8D009N,Can you say #overbooked ? #GoingBackToBed @ California Department of Public Health - Immunization Branch <url>,0.0,1.0
0WZBPGSQ,"Fact: blankets keep you safe at night. We dont know what from, but they are definitely an immunity against something.",0.0,0.6666666666666666
QYCLX1ST,Folks are really angry at CDC (Center for Disease Control) 40% of Americans don't trust vaccinations  #CDCwhistleblower,-1.0,0.6666666666666666
0YX6EA35,"<user> <user> Yes b/c for health reasons some children can't be vaccinated -
you're putting everyone at risk. Move to the woods, bye!",1.0,0.6666666666666666
TD39AVPR,"""<user> “<user> I just want to go to Disneyland man” *Measeland"" I'm down to get measles is that's what it takes",0.0,1.0
010O4T0V,<user> vaccines KILL Babies.  <url>,-1.0,1.0
K6XGP99P,.<user> wasn't it 2001 when #IOM first concluded MMR vax doesn't cause autism?,1.0,1.0
7LWW47N7,Children's Museum of Houston to Offer Free Vaccinations <url>,1.0,0.6666666666666666
3V7PSM0X,#power #control and greed harmed our future generation #stopthemadness and #b1less #vaccine injured #CDCWhistlebower demand #truth,-1.0,0.6666666666666666
